1	1	0	3	1	0
2	1	0	3	2	0
3	1	0	3	3	0
4	1	0	3	4	0
5	1	0	3	5	0
6	1	3	8	1	0
7	1	3	7	2	0
8	1	3	9	3	0
9	1	3	7	4	0
10	1	3	9	5	0
11	1	7	13	4	0
12	1	7	11	2	0
13	1	8	12	1	0
14	1	9	13	3	0
15	1	41	44	5	0
16	1	64	67	2	0
17	1	101	104	1	0
18	1	101	104	3	0
19	1	101	104	4	0
20	1	101	104	5	0
21	1	228	230	2	0
22	1	234	237	1	0
23	1	303	307	3	0
24	1	306	308	4	0
25	1	306	308	5	0
26	1	306	308	2	0
27	1	309	314	1	0
28	1	320	322	3	0
29	1	329	334	2	0
30	1	342	346	4	0
31	1	377	381	5	0
32	1	484	487	1	0
33	1	513	516	3	0
34	1	515	520	2	0
35	1	520	524	4	0
36	1	547	550	5	0
37	1	573	576	1	0
38	1	575	578	3	0
39	1	624	626	2	0
40	1	649	652	4	0
41	1	684	686	5	0
42	1	688	693	1	0
43	1	702	705	3	0
44	1	719	722	2	0
45	1	764	768	4	0
46	1	784	787	5	0
47	1	835	840	1	0
48	1	849	852	3	0
49	1	849	852	2	0
50	1	879	884	4	0
51	1	883	888	5	0
52	1	890	893	1	0
53	1	918	921	2	0
54	1	972	977	3	0
55	1	977	980	4	0
56	1	979	982	5	0
57	1	998	1001	1	0
58	1	1012	1015	2	0
59	1	1088	1093	3	0
60	1	1095	1098	4	0
61	1	1129	1132	5	0
62	1	1152	1155	1	0
63	1	1159	1162	2	0
64	1	1161	1166	3	0
65	1	1167	1172	4	0
66	1	1223	1228	5	0
67	1	1239	1243	1	0
68	1	1239	1244	2	0
69	1	1245	1247	3	0
70	1	1295	1300	4	0
71	1	1298	1301	5	0
72	1	1302	1305	1	0
73	1	1315	1318	2	0
74	1	1337	1342	3	0
75	1	1340	1345	4	0
76	1	1363	1368	5	0
77	1	1367	1370	1	0
78	1	1375	1378	2	0
79	1	1390	1393	3	0
80	1	1391	1396	4	0
81	1	1395	1398	5	0
82	1	1406	1411	1	0
83	1	1406	1411	2	0
84	1	1424	1427	3	0
85	1	1462	1465	4	0
86	1	1463	1468	5	0
87	1	1482	1485	1	0
88	1	1497	1501	2	0
89	1	1536	1540	3	0
90	1	1544	1547	4	0
91	1	1568	1571	5	0
92	1	1575	1579	1	0
93	1	1590	1595	2	0
94	1	1703	1707	3	0
95	1	1727	1730	4	0
96	1	1731	1736	5	0
97	1	1809	1812	1	0
98	1	1904	1907	2	0
99	1	1945	1948	3	0
100	1	1969	1972	4	0
101	1	2027	2030	5	0
102	1	2028	2031	1	0
103	1	2084	2087	2	0
104	1	2099	2102	3	0
105	1	2152	2155	4	0
106	1	2191	2194	5	0
